Timestamp,Governorate,Gov_Source,Branch,Segment_From,Segment_To,Segment_ID,Depth_Level,Is_End_Segment,Pipe_Length_m,Pipe_Age_Years,HW_Coefficient,hour,day_of_week,month,year,is_ramadan,is_eid,is_summer,is_winter,is_weekend,supply_on,environment_code,population_density,nrw_rate,elevation_m,Flow_In,Flow_Out,Flow_Loss,Flow_Loss_Pct,Bg_Loss_Rate_Pct,Excess_Loss_Pct,Pressure_In,Pressure_Out,DP_Actual,DP_Predicted,DP_Deviation,Flow_DP_Ratio,Velocity_Proxy,Anomaly_Type,Anomaly_Label,Anomaly_Binary,Fault_Here,Severity
2019-01-16T03:46:00,Amman,King-Abdullah-Canal / Zai-WTP,Amman-Central,Gardens,Um-Uthaina,Gardens→Um-Uthaina,2,0,550,15,141,3,2,1,2019,0,0,0,1,0,1,0,5540,0.43,780,37.4965,37.4927,0.0037,0.01,0.2,0.0,92.4488,89.5545,2.8943,2.925,-0.0306,0.0013,6.8175,normal,0,0,0,0.0
2019-01-08T05:36:00,Amman,King-Abdullah-Canal / Zai-WTP,Amman-East,AMM-Main,Marka,AMM-Main→Marka,1,0,820,22,125,5,1,1,2019,0,0,0,1,0,1,0,5540,0.43,780,285.2788,284.356,0.9229,0.3235,0.41,0.0,60.3899,0.5,59.8899,60.0,-0.1101,0.0154,34.7901,normal,0,0,0,0.0
2019-01-05T03:10:00,Zarqa,Zarqa-Municipal-Reservoirs,Zarqa-Old-City,ZRQ-Main,Zarqa-Center,ZRQ-Main→Zarqa-Center,1,0,920,42,96,3,5,1,2019,0,0,0,1,0,1,1,4120,0.52,580,20.9475,20.6455,0.302,1.4417,1.275,0.1667,61.3396,59.6736,1.6661,1.6592,0.0068,0.1813,2.2769,normal,0,0,0,0.0
2019-01-06T08:06:00,Irbid,Yarmouk-River-WTP,Irbid-South,IRB-Main,Aydoun,IRB-Main→Aydoun,1,0,760,28,118,8,6,1,2019,0,0,0,1,0,1,0,3280,0.45,620,25.4842,25.0741,0.4101,1.6094,0.66,0.9494,62.1291,59.8056,2.3235,1.9669,0.3566,0.1765,3.3532,normal,0,0,0,0.0
2019-01-09T10:04:00,Tafilah,Tafilah-WAJ-Supply,Tafilah-Main,Busayra,Ghrandal,Busayra→Ghrandal,3,1,600,35,110,10,2,1,2019,0,0,0,1,0,1,3,48,0.53,1100,20.7231,20.4734,0.2497,1.2051,0.95,0.2551,23.3826,22.4506,0.932,1.061,-0.129,0.268,3.4539,normal,0,0,0,0.0
2019-01-09T15:54:00,Madaba,Madaba-WAJ-Supply,Madaba-Center,Madaba-East,Dhiban-North,Madaba-East→Dhiban-North,3,1,550,35,112,15,2,1,2019,0,0,0,1,0,1,3,200,0.51,760,41.6385,41.5656,0.0728,0.1749,0.8313,0.0,57.111,53.1195,3.9915,3.563,0.4285,0.0182,7.5706,normal,0,0,0,0.0
2019-01-04T21:34:00,Jerash,Jerash-WAJ-Supply,Jerash-South,Rihaba,Mujib-Jerash,Rihaba→Mujib-Jerash,3,1,580,38,106,21,4,1,2019,0,1,0,1,1,1,2,585,0.48,510,44.2641,38.1219,6.1422,13.8763,0.98,12.8963,29.0007,22.2968,6.7038,4.2174,2.4864,0.9162,7.6317,leak,1,1,1,0.1417
2019-01-02T03:18:00,Mafraq,Mafraq-Groundwater-Wells,Mafraq-Central,MFQ-Main,Mafraq-City,MFQ-Main→Mafraq-City,1,0,1100,15,140,3,2,1,2019,0,0,0,1,0,1,4,13,0.5,690,54.7543,48.6311,6.1232,11.183,0.4,10.783,58.5383,42.757,15.7813,11.9763,3.805,0.388,4.9777,leak,1,1,1,0.1144
2019-01-05T03:52:00,Amman,King-Abdullah-Canal / Zai-WTP,Amman-North,AMM-Main,Shmeisani,AMM-Main→Shmeisani,1,0,680,20,132,3,5,1,2019,0,0,0,1,0,1,0,5540,0.43,780,31.4469,31.24,0.2069,0.658,0.3,0.358,102.723,99.7412,2.9818,2.6011,0.3808,0.0694,4.6246,normal,0,0,0,0.0
2019-01-09T12:24:00,Irbid,Yarmouk-River-WTP,Irbid-South,IRB-Main,Aydoun,IRB-Main→Aydoun,1,0,760,28,118,12,2,1,2019,0,0,0,1,0,1,0,3280,0.45,620,29.0889,28.7534,0.3355,1.1534,0.66,0.4934,69.9885,67.3904,2.5981,2.514,0.0841,0.1291,3.8275,normal,0,0,0,0.0
2019-01-10T18:58:00,Irbid,Yarmouk-River-WTP,Irbid-Central,IRB-Main,Husn,IRB-Main→Husn,1,0,700,20,130,18,3,1,2019,0,0,0,1,1,1,0,3280,0.45,620,257.3612,235.6311,21.7301,8.4434,0.4,8.0434,87.9141,27.1846,60.7294,60.0,0.7294,0.3578,36.7659,theft,3,1,1,0.0875
2019-01-02T07:44:00,Maan,Maan-Groundwater-Wells,Maan-City,MAN-Main,Maan-Center,MAN-Main→Maan-Center,1,0,950,18,138,7,2,1,2019,0,0,0,1,0,1,4,4,0.55,1070,79.7651,79.3198,0.4452,0.5582,0.5,0.0582,22.1028,0.9315,21.1712,21.267,-0.0958,0.021,8.3963,normal,0,0,0,0.0
2019-01-03T17:34:00,Ajloun,Ajloun-WAJ-Supply,Ajloun-North,Rajib,Al-Husun-AJL,Rajib→Al-Husun-AJL,3,1,590,50,87,17,3,1,2019,0,0,0,1,1,1,3,392,0.54,1050,31.0543,27.4923,3.562,11.4703,1.65,9.8203,59.6979,56.5543,3.1436,2.2045,0.9391,1.1331,5.2634,theft,3,1,1,0.1164
2019-01-12T07:08:00,Madaba,Madaba-WAJ-Supply,Mount-Nebo,MDB-Main,Mount-Nebo,MDB-Main→Mount-Nebo,1,0,750,18,136,7,5,1,2019,0,0,0,1,0,1,3,200,0.51,760,38.3203,16.7971,21.5232,56.1666,0.4,55.7666,42.6574,18.6015,24.0559,4.155,19.9009,0.8947,5.1094,burst,2,1,1,0.5636
2019-01-13T03:54:00,Balqa,Balqa-WAJ-Supply,Jordan-Valley,BLQ-Main,Shunah-South,BLQ-Main→Shunah-South,1,0,900,20,130,3,6,1,2019,0,0,0,1,0,1,2,720,0.47,850,7.7081,7.6268,0.0813,1.0549,0.5,0.5549,84.2112,83.6482,0.5629,0.2656,0.2974,0.1444,0.8565,normal,0,0,0,0.0
2019-01-04T02:40:00,Amman,King-Abdullah-Canal / Zai-WTP,Amman-East,Marka,Abu-Nsair,Marka→Abu-Nsair,2,0,650,28,118,2,4,1,2019,0,0,0,1,1,0,0,5540,0.43,780,15.6585,15.657,0.0016,0.01,0.55,0.0,64.6861,63.8997,0.7864,0.6899,0.0965,0.002,2.409,normal,0,0,0,0.0
2019-01-01T16:06:00,Irbid,Yarmouk-River-WTP,Irbid-South,Aydoun,Bani-Kinana,Aydoun→Bani-Kinana,2,0,680,32,112,16,1,1,2019,0,0,0,1,0,1,0,3280,0.45,620,87.0022,71.1736,15.8286,18.1933,0.69,17.5033,65.3501,42.6419,22.7081,17.9983,4.7098,0.697,12.7944,leak,1,1,1,0.1781
2019-01-13T08:34:00,Ajloun,Ajloun-WAJ-Supply,Ajloun-North,Kufranja,Rajib,Kufranja→Rajib,2,0,660,45,92,8,6,1,2019,0,0,0,1,0,1,3,392,0.54,1050,35.4937,34.7555,0.7382,2.0799,1.4437,0.6361,43.9493,40.9804,2.9688,3.1663,-0.1974,0.2487,5.3778,normal,0,0,0,0.0
2019-01-01T14:14:00,Irbid,Yarmouk-River-WTP,Irbid-Central,IRB-Main,Husn,IRB-Main→Husn,1,0,700,20,130,14,1,1,2019,0,0,0,1,0,1,0,3280,0.45,620,220.765,192.6759,28.0892,12.7236,0.4,12.3236,62.162,0.5,61.662,60.0,1.662,0.4555,31.5379,leak,1,1,1,0.1305
2019-01-07T07:40:00,Karak,Karak-WAJ-Supply,Karak-North,Safi,Al-Lajjun,Safi→Al-Lajjun,3,1,680,48,87,7,0,1,2019,0,0,0,1,0,1,3,85,0.56,930,79.8052,78.3542,1.4511,1.8183,1.62,0.1983,14.526,0.5,14.026,15.2375,-1.2115,0.1035,11.7361,normal,0,0,0,0.0
2019-01-05T10:52:00,Amman,King-Abdullah-Canal / Zai-WTP,Amman-West,Sweifieh,Jubaiha,Sweifieh→Jubaiha,3,0,530,22,128,10,5,1,2019,0,0,0,1,0,1,0,5540,0.43,780,251.9337,240.3237,11.61,4.6083,0.41,4.1983,0.5,0.5,0.0,60.0,-60.0,116.0995,47.5347,leak,1,1,1,0.0491
2019-01-06T04:22:00,Balqa,Balqa-WAJ-Supply,Jordan-Valley,Shunah-South,Rama,Shunah-South→Rama,2,0,820,25,124,4,6,1,2019,0,0,0,1,0,1,2,720,0.47,850,24.302,24.2351,0.0669,0.2752,0.6375,0.0,46.5941,44.6703,1.9238,1.9438,-0.02,0.0348,2.9637,normal,0,0,0,0.0
2019-01-09T14:16:00,Zarqa,Zarqa-Municipal-Reservoirs,Zarqa-Old-City,Zarqa-Center,Rusaifa,Zarqa-Center→Rusaifa,2,0,850,48,90,14,2,1,2019,0,0,0,1,0,1,1,4120,0.52,580,150.1456,149.456,0.6896,0.4593,1.62,0.0,8.1584,0.5,7.6584,60.0,-52.3416,0.09,17.6642,normal,0,0,0,0.0
2019-01-15T03:02:00,Madaba,Madaba-WAJ-Supply,Mount-Nebo,MDB-Main,Mount-Nebo,MDB-Main→Mount-Nebo,1,0,750,18,136,3,1,1,2019,0,0,0,1,0,1,3,200,0.51,760,3.8842,3.5189,0.3653,9.406,0.4,9.006,71.1062,69.8095,1.2966,0.0461,1.2506,0.2818,0.5179,theft,3,1,1,0.0997
2019-01-12T13:40:00,Amman,King-Abdullah-Canal / Zai-WTP,Amman-West,Jubaiha,Khilda,Jubaiha→Khilda,4,1,460,20,132,13,5,1,2019,0,0,0,1,0,1,0,5540,0.43,780,329.8518,327.7869,2.0649,0.626,0.4,0.226,0.5,0.5,0.0,60.0,-60.0,20.6491,71.7069,normal,0,0,0,0.0
2019-01-05T20:26:00,Aqaba,Aqaba-Desalination-Plant,Aqaba-Residential,AQB-Main,Aqaba-Center,AQB-Main→Aqaba-Center,1,0,620,15,140,20,5,1,2019,0,0,0,1,0,1,5,310,0.41,10,186.1473,185.2352,0.9121,0.49,0.3,0.19,36.692,0.5,36.192,60.0,-23.808,0.0252,30.0238,normal,0,0,0,0.0
2019-01-09T21:58:00,Aqaba,Aqaba-Desalination-Plant,Aqaba-Port,Ind-Zone-AQB,South-Aqaba,Ind-Zone-AQB→South-Aqaba,3,1,580,18,138,21,2,1,2019,0,0,0,1,0,1,5,310,0.41,10,55.1694,47.9049,7.2646,13.1678,0.4,12.7678,53.8478,47.1902,6.6576,6.4063,0.2513,1.0912,9.512,theft,3,1,1,0.1299
2019-01-02T22:54:00,Amman,King-Abdullah-Canal / Zai-WTP,Amman-North,Rabieh,Tla-Al-Ali,Rabieh→Tla-Al-Ali,3,1,590,18,138,22,2,1,2019,0,0,0,1,0,1,0,5540,0.43,780,103.4539,94.7226,8.7313,8.4398,0.3,8.1398,42.302,18.8408,23.4612,21.833,1.6282,0.3722,17.5346,leak,1,1,1,0.0907
2019-01-10T09:38:00,Balqa,Balqa-WAJ-Supply,Salt-District,Salt-City,Shuna-North,Salt-City→Shuna-North,2,0,650,30,118,9,3,1,2019,0,0,0,1,1,1,2,720,0.47,850,79.8283,74.5341,5.2942,6.632,0.675,5.957,73.4775,58.2123,15.2651,14.5733,0.6918,0.3468,12.2813,theft,3,1,1,0.0719
2019-01-13T07:38:00,Ajloun,Ajloun-WAJ-Supply,Ajloun-Central,Ibbin,Orjan,Ibbin→Orjan,3,1,550,48,90,7,6,1,2019,0,0,0,1,0,1,3,392,0.54,1050,53.0553,49.2012,3.8542,7.2644,1.62,5.6444,44.8419,36.3024,8.5395,5.6394,2.9001,0.4513,9.6464,leak,1,1,1,0.0772
2019-01-09T23:36:00,Maan,Maan-Groundwater-Wells,Maan-South,Shobak,Ras-Al-Naqab,Shobak→Ras-Al-Naqab,3,1,900,35,117,23,2,1,2019,0,0,0,1,0,1,4,4,0.55,1070,36.6386,12.075,24.5636,67.0429,0.95,66.0929,25.626,6.9044,18.7216,4.5827,14.1389,1.312,4.071,burst,2,1,1,0.6661
2019-01-02T13:48:00,Mafraq,Mafraq-Groundwater-Wells,Mafraq-North,MFQ-Main,Safawi-Town,MFQ-Main→Safawi-Town,1,0,1300,12,145,13,2,1,2019,0,0,0,1,0,0,4,13,0.5,690,7.6415,6.3277,1.3138,17.193,0.3,16.893,49.4566,42.6262,6.8304,0.3766,6.4538,0.1923,0.5878,leak,1,1,1,0.1599
2019-01-03T18:30:00,Ajloun,Ajloun-WAJ-Supply,Ajloun-North,AJL-Main,Kufranja,AJL-Main→Kufranja,1,0,720,42,96,18,3,1,2019,0,0,0,1,1,1,3,392,0.54,1050,18.7788,17.0974,1.6814,8.9538,1.275,7.6788,59.0366,57.8872,1.1494,1.0632,0.0862,1.4629,2.6082,theft,3,1,1,0.0821
2019-01-13T18:22:00,Madaba,Madaba-WAJ-Supply,Mount-Nebo,MDB-Main,Mount-Nebo,MDB-Main→Mount-Nebo,1,0,750,18,136,18,6,1,2019,0,0,0,1,0,1,3,200,0.51,760,69.0392,57.4126,11.6266,16.8405,0.4,16.4405,59.3239,42.2928,17.0311,12.7195,4.3116,0.6827,9.2052,leak,1,1,1,0.1645
2019-01-06T15:06:00,Balqa,Balqa-WAJ-Supply,Jordan-Valley,Rama,Karameh,Rama→Karameh,3,1,740,30,117,15,6,1,2019,0,0,0,1,0,1,2,720,0.47,850,33.9323,33.7983,0.1339,0.3947,0.7875,0.0,72.1574,69.1893,2.9682,3.2631,-0.2949,0.0451,4.5854,normal,0,0,0,0.0
2019-01-13T02:30:00,Zarqa,Zarqa-Municipal-Reservoirs,Zarqa-East,Safawi,Ruwaished,Safawi→Ruwaished,3,1,900,12,146,2,6,1,2019,0,0,0,1,0,0,1,4120,0.52,580,4.7974,4.2688,0.5286,11.0179,0.3,10.7179,66.7034,61.7674,4.9359,0.0684,4.8675,0.1071,0.533,leak,1,1,1,0.1143
2019-01-14T13:58:00,Jerash,Jerash-WAJ-Supply,Jerash-City,JRS-Main,Jerash-North,JRS-Main→Jerash-North,1,0,650,20,130,13,0,1,2019,0,0,0,1,0,1,2,585,0.48,510,82.0134,70.3345,11.6789,14.2402,0.5,13.7402,36.017,18.5123,17.5047,15.3518,2.1529,0.6672,12.6174,leak,1,1,1,0.1476
2019-01-03T23:24:00,Mafraq,Mafraq-Groundwater-Wells,Mafraq-Central,Rhab,Umm-Al-Jimal,Rhab→Umm-Al-Jimal,3,1,850,22,130,23,3,1,2019,0,0,0,1,1,1,4,13,0.5,690,116.1471,115.8316,0.3155,0.2716,0.5125,0.0,0.5,0.5,0.0,39.3789,-39.3789,3.1549,13.6644,normal,0,0,0,0.0
2019-01-07T23:04:00,Zarqa,Zarqa-Municipal-Reservoirs,Zarqa-Old-City,Rusaifa,New-Zarqa,Rusaifa→New-Zarqa,3,1,780,52,86,23,0,1,2019,0,0,0,1,0,1,1,4120,0.52,580,58.4452,50.846,7.5992,13.0023,1.82,11.1823,24.3593,14.9438,9.4156,9.6172,-0.2017,0.8071,7.493,theft,3,1,1,0.1337
2019-01-13T00:38:00,Jerash,Jerash-WAJ-Supply,Jerash-South,Burma,Rihaba,Burma→Rihaba,2,0,660,32,113,0,6,1,2019,0,0,0,1,0,1,2,585,0.48,510,9.1021,6.0882,3.0139,33.1125,0.805,32.3075,51.72,37.0503,14.6698,0.2657,14.4041,0.2055,1.3791,burst,2,1,1,0.3321
2019-01-14T17:56:00,Zarqa,Zarqa-Municipal-Reservoirs,Zarqa-East,Azraq,Safawi,Azraq→Safawi,2,0,1100,15,142,17,0,1,2019,0,0,0,1,0,1,1,4120,0.52,580,35.8487,35.8451,0.0036,0.01,0.4,0.0,79.5301,74.2862,5.2439,5.3765,-0.1327,0.0007,3.259,normal,0,0,0,0.0
2019-01-07T21:40:00,Karak,Karak-WAJ-Supply,Karak-Central,Karak-City,Mazar,Karak-City→Mazar,2,0,880,50,85,21,0,1,2019,0,0,0,1,0,1,3,85,0.56,930,128.6874,114.4002,14.2872,11.1022,1.7875,9.3147,0.5,0.5,0.0,49.7716,-49.7716,142.8719,14.6236,theft,3,1,1,0.1083
2019-01-07T17:14:00,Zarqa,Zarqa-Municipal-Reservoirs,Zarqa-Industrial,ZRQ-Main,Ind-Zone-ZRQ,ZRQ-Main→Ind-Zone-ZRQ,1,0,800,30,112,17,0,1,2019,0,0,0,1,0,1,1,4120,0.52,580,136.9619,136.9482,0.0137,0.01,0.7875,0.0,67.1875,15.8544,51.3331,51.0912,0.2418,0.0003,17.1202,normal,0,0,0,0.0
2019-01-02T17:46:00,Aqaba,Aqaba-Desalination-Plant,Aqaba-Residential,Aqaba-Center,Quweira,Aqaba-Center→Quweira,2,0,580,20,134,17,2,1,2019,0,0,0,1,0,0,5,310,0.41,10,5.5056,5.5051,0.0006,0.01,0.4,0.0,90.2813,90.0881,0.1932,0.0575,0.1356,0.0029,0.9492,normal,0,0,0,0.0
2019-01-11T20:38:00,Irbid,Yarmouk-River-WTP,Irbid-North,Bait-Ras,Kufr-Asad,Bait-Ras→Kufr-Asad,3,1,510,28,120,20,4,1,2019,0,0,0,1,1,1,0,3280,0.45,620,127.5732,126.1739,1.3994,1.0969,0.55,0.5469,0.5,0.5,0.0,28.3604,-28.3604,13.9936,25.0144,normal,0,0,0,0.0
2019-01-14T18:38:00,Madaba,Madaba-WAJ-Supply,Mount-Nebo,Libb,Nitl,Libb→Nitl,3,1,610,28,122,18,0,1,2019,0,0,0,1,0,1,3,200,0.51,760,39.2799,38.8486,0.4313,1.0981,0.66,0.4381,46.7947,43.2875,3.5073,3.5404,-0.0331,0.123,6.4393,normal,0,0,0,0.0
2019-01-03T20:36:00,Irbid,Yarmouk-River-WTP,Irbid-North,Al-Huson,Bait-Ras,Al-Huson→Bait-Ras,2,0,590,22,128,20,3,1,2019,0,0,0,1,1,1,0,3280,0.45,620,274.3544,271.2206,3.1338,1.1422,0.41,0.7322,13.7083,0.5,13.2083,60.0,-46.7917,0.2373,46.5007,normal,0,0,0,0.0
2019-01-01T08:24:00,Tafilah,Tafilah-WAJ-Supply,Tafilah-South,TFL-Main,Ain-Al-Baida,TFL-Main→Ain-Al-Baida,1,0,820,28,116,8,1,1,2019,0,0,0,1,0,1,3,48,0.53,1100,20.7617,17.3229,3.4388,16.5632,0.77,15.7932,24.1198,20.6637,3.4561,1.4549,2.0012,0.995,2.5319,leak,1,1,1,0.1768
2019-01-15T04:40:00,Tafilah,Tafilah-WAJ-Supply,Tafilah-Main,Busayra,Ghrandal,Busayra→Ghrandal,3,1,600,35,110,4,1,1,2019,0,0,0,1,0,1,3,48,0.53,1100,3.1389,2.8522,0.2867,9.1346,0.95,8.1846,67.1886,66.6498,0.5388,0.0298,0.509,0.5321,0.5232,theft,3,1,1,0.0749
2019-01-14T22:22:00,Karak,Karak-WAJ-Supply,Karak-North,KRK-Main,Al-Qasr,KRK-Main→Al-Qasr,1,0,820,38,98,22,0,1,2019,0,0,0,1,0,0,3,85,0.56,930,9.5158,9.0718,0.444,4.6662,1.1025,3.5637,42.0693,40.9264,1.1429,0.3572,0.7857,0.3885,1.1605,leak,1,1,1,0.0472
2019-01-13T20:28:00,Irbid,Yarmouk-River-WTP,Irbid-North,Al-Huson,Bait-Ras,Al-Huson→Bait-Ras,2,0,590,22,128,20,6,1,2019,0,0,0,1,0,1,0,3280,0.45,620,60.44,17.3547,43.0853,71.286,0.41,70.876,58.4367,18.6139,39.8228,7.7561,32.0667,1.0819,10.2441,burst,2,1,1,0.7194
2019-01-11T20:10:00,Amman,King-Abdullah-Canal / Zai-WTP,Amman-East,AMM-Main,Marka,AMM-Main→Marka,1,0,820,22,125,20,4,1,2019,0,0,0,1,1,1,0,5540,0.43,780,314.9905,267.6082,47.3823,15.0425,0.41,14.6325,115.5922,48.3732,67.219,60.0,7.219,0.7049,38.4135,leak,1,1,1,0.1554
2019-01-06T10:26:00,Balqa,Balqa-WAJ-Supply,Jordan-Valley,Rama,Karameh,Rama→Karameh,3,1,740,30,117,10,6,1,2019,0,0,0,1,0,1,2,720,0.47,850,36.5353,36.034,0.5013,1.372,0.7875,0.5845,66.5487,62.6948,3.8538,3.7481,0.1058,0.1301,4.9372,normal,0,0,0,0.0
2019-01-02T00:30:00,Mafraq,Mafraq-Groundwater-Wells,Mafraq-North,MFQ-Main,Safawi-Town,MFQ-Main→Safawi-Town,1,0,1300,12,145,0,2,1,2019,0,0,0,1,0,1,4,13,0.5,690,24.9122,7.0214,17.8908,71.8155,0.3,71.5155,28.3678,8.0209,20.3469,3.2261,17.1208,0.8793,1.9163,burst,2,1,1,0.7167
2019-01-07T12:48:00,Zarqa,Zarqa-Municipal-Reservoirs,Zarqa-Old-City,ZRQ-Main,Zarqa-Center,ZRQ-Main→Zarqa-Center,1,0,920,42,96,12,0,1,2019,0,0,0,1,0,1,1,4120,0.52,580,70.0256,70.0186,0.007,0.01,1.275,0.0,87.7187,71.2982,16.4205,16.0332,0.3873,0.0004,7.6115,normal,0,0,0,0.0
2019-01-11T05:56:00,Zarqa,Zarqa-Municipal-Reservoirs,Zarqa-Old-City,ZRQ-Main,Zarqa-Center,ZRQ-Main→Zarqa-Center,1,0,920,42,96,5,4,1,2019,0,0,0,1,1,0,1,4120,0.52,580,4.7841,4.7384,0.0457,0.9558,1.275,0.0,57.8125,57.7784,0.0341,0.0697,-0.0356,0.4573,0.52,normal,0,0,0,0.0
2019-01-03T15:42:00,Maan,Maan-Groundwater-Wells,Maan-City,MAN-Main,Maan-Center,MAN-Main→Maan-Center,1,0,950,18,138,15,3,1,2019,0,0,0,1,1,1,4,4,0.55,1070,59.0994,53.1347,5.9646,10.0926,0.5,9.5926,23.8301,11.1415,12.6886,11.9648,0.7237,0.4701,6.221,leak,1,1,1,0.0978
2019-01-03T04:44:00,Aqaba,Aqaba-Desalination-Plant,Aqaba-Port,Ind-Zone-AQB,South-Aqaba,Ind-Zone-AQB→South-Aqaba,3,1,580,18,138,4,3,1,2019,0,0,0,1,1,1,5,310,0.41,10,65.2576,64.9959,0.2618,0.4011,0.4,0.0011,50.9164,42.3521,8.5643,8.8296,-0.2652,0.0306,11.2513,normal,0,0,0,0.0
2019-01-10T06:50:00,Irbid,Yarmouk-River-WTP,Irbid-West,Koura,Kufrinja,Koura→Kufrinja,2,0,780,40,100,6,3,1,2019,0,0,0,1,1,0,0,3280,0.45,620,16.5179,16.3286,0.1894,1.1465,1.0,0.1465,76.1217,74.8613,1.2604,0.912,0.3483,0.1502,2.1177,normal,0,0,0,0.0
2019-01-10T16:24:00,Irbid,Yarmouk-River-WTP,Irbid-North,Al-Huson,Bait-Ras,Al-Huson→Bait-Ras,2,0,590,22,128,16,3,1,2019,0,0,0,1,1,1,0,3280,0.45,620,34.25,34.126,0.124,0.362,0.41,0.0,65.5017,62.5383,2.9634,2.6474,0.316,0.0418,5.8051,normal,0,0,0,0.0
2019-01-11T16:40:00,Mafraq,Mafraq-Groundwater-Wells,Mafraq-Central,Rhab,Umm-Al-Jimal,Rhab→Umm-Al-Jimal,3,1,850,22,130,16,4,1,2019,0,0,0,1,1,1,4,13,0.5,690,93.2635,92.3476,0.9159,0.982,0.5125,0.4695,0.5,0.5,0.0,25.7316,-25.7316,9.1589,10.9722,normal,0,0,0,0.0
